week_date,week_number,month_number,month_name,calendar_year,segment,age_band,demographic,platform,region,avg_transaction,transactions,sales
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,154.46,271,41858
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Retail,AFRICA,28.85,1606647,46353236
2020-03-30,13,3,March,2020,C3,Retirees,Couples,Retail,CANADA,52.01,64288,3343796
2020-03-30,13,3,March,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,168.38,2656,447217
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Retail,AFRICA,43.73,40685,1779138
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Retail,EUROPE,34.16,95806,3273040
2020-03-30,13,3,March,2020,C3,Retirees,Couples,Shopify,OCEANIA,157.09,459,72105
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,154.19,530,81721
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Retail,EUROPE,36.65,2594,95075
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Retail,"SOUTH AMERICA",31.56,945,29827
2020-03-30,13,3,March,2020,F1,"Young Adults",Families,Retail,OCEANIA,50.99,156545,7982612
2020-03-30,13,3,March,2020,F1,"Young Adults",Families,Shopify,EUROPE,208.95,152,31761
2020-03-30,13,3,March,2020,C3,Retirees,Couples,Retail,ASIA,45.68,251188,11473884
2020-03-30,13,3,March,2020,F2,"Middle Aged",Families,Shopify,EUROPE,850.00,6,5100
2020-03-30,13,3,March,2020,F3,Retirees,Families,Retail,CANADA,56.47,94906,5359011
2020-03-30,13,3,March,2020,F2,"Middle Aged",Families,Shopify,EUROPE,217.90,218,47503
2020-03-30,13,3,March,2020,F3,Retirees,Families,Shopify,USA,131.88,52,6858
2020-03-30,13,3,March,2020,F3,Retirees,Families,Shopify,"SOUTH AMERICA",281.50,2,563
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Shopify,CANADA,143.95,118,16986
2020-03-30,13,3,March,2020,C3,Retirees,Couples,Retail,EUROPE,40.55,3348,135769
2020-03-30,13,3,March,2020,C4,Retirees,Couples,Shopify,USA,187.38,163,30543
2020-03-30,13,3,March,2020,Unknown,Unknown,Unknown,Shopify,CANADA,165.27,102,16858
2020-03-30,13,3,March,2020,C4,Retirees,Couples,Shopify,AFRICA,136.63,41,5602
2020-03-30,13,3,March,2020,F1,"Young Adults",Families,Shopify,EUROPE,153.50,4,614
2020-03-30,13,3,March,2020,C4,Retirees,Couples,Shopify,ASIA,173.49,250,43373
2020-03-30,13,3,March,2020,F3,Retirees,Families,Retail,EUROPE,61.95,17804,1102919
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Retail,AFRICA,42.66,112779,4810806
2020-03-30,13,3,March,2020,F2,"Middle Aged",Families,Retail,USA,37.08,26713,990555
2020-03-30,13,3,March,2020,F1,"Young Adults",Families,Retail,USA,58.82,42422,2495237
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Retail,OCEANIA,39.75,173099,6880157
2020-03-30,13,3,March,2020,C4,Retirees,Couples,Shopify,OCEANIA,124.22,69,8571
2020-03-30,13,3,March,2020,C2,"Middle Aged",Couples,Shopify,EUROPE,297.11,164,48726
2020-03-30,13,3,March,2020,F3,Retirees,Families,Retail,AFRICA,55.82,393489,21964686
2020-03-30,13,3,March,2020,C4,Retirees,Couples,Retail,CANADA,50.63,30368,1537577
2020-03-30,13,3,March,2020,F3,Retirees,Families,Retail,OCEANIA,55.22,561425,31000754
2020-03-30,13,3,March,2020,F2,"Middle Aged",Families,Retail,ASIA,48.44,210446,10195041
2020-03-30,13,3,March,2020,C1,"Young Adults",Couples,Shopify,ASIA,161.78,1082,175043
2020-03-30,13,3,March,2020,F1,"Young Adults",Families,Retail,EUROPE,60.30,6709,404539
2020-03-30,13,3,March,2020,F3,Retirees,Families,Retail,CANADA,35.59,18418,655556
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,ASIA,154.15,834,128561
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,ASIA,133.38,310,41349
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,ASIA,142.70,217,30966
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,155.75,235,36602
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,USA,156.11,174,27164
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,CANADA,41.57,17635,733092
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,AFRICA,38.40,43453,1668703
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,OCEANIA,57.13,148503,8483784
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,"SOUTH AMERICA",212.00,2,424
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,EUROPE,52.04,9433,490857
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,EUROPE,50.50,2,101
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,EUROPE,39.69,1022,40564
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,ASIA,170.93,238,40681
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,ASIA,37.94,69562,2639092
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,EUROPE,63.99,6645,425233
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,ASIA,53.11,211933,11256263
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,EUROPE,158.67,6,952
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,AFRICA,162.40,1305,211935
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,USA,201.97,770,155518
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,CANADA,56.96,28641,1631305
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,CANADA,155.99,67,10451
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,41.97,81090,3403001
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,USA,29.65,33480,992719
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,"SOUTH AMERICA",183.34,1487,272624
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,"SOUTH AMERICA",45.21,1183,53487
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,CANADA,54.11,6642,359427
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,OCEANIA,165.80,427,70797
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,USA,166.03,114,18927
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,OCEANIA,36.53,62288,2275205
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,ASIA,23.98,121951,2924491
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,USA,45.67,54521,2490005
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,CANADA,190.72,521,99363
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,AFRICA,45.03,58733,2644857
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,USA,37.18,25146,934913
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,USA,40.59,26196,1063402
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,AFRICA,192.80,3468,668640
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,160.10,360,57637
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,EUROPE,59.31,13857,821867
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,AFRICA,169.59,297,50368
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,EUROPE,184.11,9,1657
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,ASIA,36.23,180244,6529431
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,USA,66.97,136025,9109212
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,OCEANIA,204.77,2871,587886
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,ASIA,111.19,183,20348
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,CANADA,41.87,27580,1154771
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,"SOUTH AMERICA",196.85,96,18898
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,OCEANIA,26.12,146995,3839069
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,"SOUTH AMERICA",46.34,468,21688
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,CANADA,170.73,510,87071
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,AFRICA,27.96,88243,2466974
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,ASIA,173.98,205,35665
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,"SOUTH AMERICA",132.00,6,792
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,OCEANIA,60.60,340638,20643828
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,EUROPE,193.82,189,36632
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,USA,154.93,40,6197
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,118.32,339,40111
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,EUROPE,880.33,3,2641
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,OCEANIA,39.17,144032,5641686
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,CANADA,59.93,59369,3558194
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,AFRICA,163.37,93,15193
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,ASIA,50.05,117412,5876430
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,"SOUTH AMERICA",54.83,635,34819
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,OCEANIA,178.14,575,102428
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,CANADA,166.40,85,14144
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,"SOUTH AMERICA",30.70,3632,111490
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,AFRICA,203.68,1820,370700
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,EUROPE,181.33,3,544
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,USA,34.31,517371,17753232
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,CANADA,46.77,14455,676027
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,USA,193.72,130,25184
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,"SOUTH AMERICA",362.00,2,724
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,OCEANIA,148.53,539,80055
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,USA,143.94,94,13530
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,CANADA,166.25,630,104736
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,167.52,2054,344079
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,AFRICA,185.02,371,68643
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,USA,47.24,22703,1072428
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,OCEANIA,137.83,153,21088
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,ASIA,184.62,3844,709697
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,AFRICA,62.82,385003,24184961
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,USA,155.82,100,15582
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,AFRICA,35.19,54448,1916161
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,CANADA,161.69,80,12935
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,ASIA,43.24,34695,1500147
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,ASIA,169.37,1472,249319
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,AFRICA,155.98,231,36031
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,OCEANIA,189.01,3519,665128
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,ASIA,35.51,30268,1074889
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,USA,182.10,1105,201220
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,ASIA,51.40,251026,12903677
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,"SOUTH AMERICA",44.39,423,18776
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,EUROPE,46.21,1496,69135
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,USA,53.06,40728,2161048
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,USA,162.00,24,3888
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,OCEANIA,62.96,539646,33975205
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,ASIA,29.62,82346,2439150
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,AFRICA,58.17,282028,16405841
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,USA,59.86,39531,2366196
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,USA,186.49,1100,205136
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,"SOUTH AMERICA",24.26,2782,67500
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,CANADA,141.91,70,9934
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,"SOUTH AMERICA",43.22,1191,51475
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,EUROPE,229.11,92,21078
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,CANADA,163.30,1290,210661
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,AFRICA,153.68,326,50100
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,EUROPE,44.34,3424,151817
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,ASIA,191.28,1557,297823
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,OCEANIA,38.79,84529,3278901
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,AFRICA,188.18,1918,360926
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,CANADA,109.92,13,1429
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,USA,177.06,142,25142
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,OCEANIA,153.75,306,47049
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,CANADA,122.91,87,10693
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,EUROPE,36.30,87912,3191195
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,OCEANIA,56.53,155750,8804157
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,USA,202.30,1161,234872
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,EUROPE,261.00,17,4437
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,"SOUTH AMERICA",144.91,44,6376
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,"SOUTH AMERICA",55.05,1572,86536
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,184.81,239,44169
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,AFRICA,120.59,214,25807
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,"SOUTH AMERICA",159.69,45,7186
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,CANADA,65.07,87611,5700814
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,AFRICA,48.56,107271,5209545
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,AFRICA,140.45,58,8146
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,USA,61.90,40206,2488563
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,"SOUTH AMERICA",168.70,10,1687
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,"
CANADA",181.08,77,13943
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,"SOUTH AMERICA",41.39,322,13326
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,EUROPE,203.59,17,3461
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,AFRICA,59.67,260842,15563921
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,EUROPE,49.72,2838,141112
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,ASIA,132.15,75,9911
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,"SOUTH AMERICA",167.05,20,3341
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,AFRICA,58.69,98651,5790171
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,AFRICA,39.60,59840,2369529
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,OCEANIA,45.61,157889,7201452
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,EUROPE,90.63,8,725
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,CANADA,43.05,6359,273739
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,"SOUTH AMERICA",228.04,54,12314
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,USA,43.08,45001,1938604
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,ASIA,182.45,1544,281698
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,OCEANIA,134.60,77,10364
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,188.96,427,80687
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,USA,54.35,12105,657865
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,CANADA,36.90,13544,499728
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,"SOUTH AMERICA",198.18,110,21800
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,"SOUTH AMERICA",46.29,422,19536
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,EUROPE,283.71,142,40287
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,CANADA,62.86,56588,3556997
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,"SOUTH AMERICA",46.71,962,44935
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,EUROPE,255.68,137,35028
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,ASIA,194.15,1234,239583
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,OCEANIA,136.18,282,38402
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,"SOUTH AMERICA",43.82,304,13320
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,USA,167.93,134,22503
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,AFRICA,206.29,2215,456932
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,"SOUTH AMERICA",269.67,24,6472
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,"SOUTH AMERICA",33.20,1079,35820
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,USA,163.61,561,91783
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,ASIA,121.67,166,20198
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,AFRICA,40.81,106692,4354200
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,EUROPE,65.28,13831,902901
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,USA,39.26,18041,708313
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,CANADA,47.31,50861,2406407
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,ASIA,28.11,1919744,53960837
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,AFRICA,40.95,62229,2548208
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,CANADA,60.53,23138,1400498
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,169.01,4356,736210
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,30.71,2271847,69763805
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,EUROPE,58.54,4102,240145
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,OCEANIA,200.50,3666,735023
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,OCEANIA,31.72,97594,3095425
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,USA,42.08,11305,475682
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,EUROPE,39.92,788,31455
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,CANADA,50.68,20881,1058333
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,OCEANIA,41.60,240785,10016807
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,AFRICA,139.88,161,22521
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,"SOUTH AMERICA",43.84,410732,18005969
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,ASIA,134.98,167,22541
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,ASIA,186.87,1879,351126
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,EUROPE,48.12,13900,668910
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,CANADA,151.50,32,4848
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,CANADA,40.86,16490,673813
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,"SOUTH AMERICA",207.33,42,8708
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,ASIA,34.49,86413,2980766
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,USA,62.84,100497,6315213
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,CANADA,172.89,80,13831
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,AFRICA,40.61,21928,890416
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,AFRICA,48.92,34257,1675852
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Shopify,CANADA,130.75,85,11114
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,EUROPE,202.02,265,53535
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,OCEANIA,38.82,100450,3899275
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,OCEANIA,181.66,3240,588577
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,"SOUTH AMERICA",56.71,1771,100440
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,USA,171.47,1858,318582
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,EUROPE,139.77,13,1817
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,ASIA,42.13,126491,5328698
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,ASIA,123.46,41,5062
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,"SOUTH AMERICA",132.17,18,2379
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,48.14,44421,2138496
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,EUROPE,140.44,9,1264
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,"SOUTH AMERICA",273.75,4,1095
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,CANADA,37.87,12748,482784
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,AFRICA,32.17,1486757,47825177
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,USA,192.47,1463,281589
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,ASIA,34.96,121244,4239058
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,OCEANIA,195.59,4930,964235
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,CANADA,158.48,446,70684
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,USA,41.19,26347,1085265
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,ASIA,149.78,220,32951
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,EUROPE,215.78,107,23088
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,172.17,8016,1380080
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,AFRICA,41.30,175521,7249569
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Shopify,"SOUTH AMERICA",139.00,1,139
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Retail,OCEANIA,57.29,340048,19480232
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,AFRICA,57.46,116154,6674392
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Shopify,AFRICA,177.24,2015,357141
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,"SOUTH AMERICA",41.13,1508,62024
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,CANADA,30.02,27475,824916
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,"SOUTH AMERICA",54.19,1319,71477
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,"SOUTH AMERICA",178.26,58,10339
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,USA,62.97,91622,5769071
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,ASIA,34.52,67811,2340719
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,ASIA,55.19,392862,21681266
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,OCEANIA,38.34,37952,1455247
2020-03-23,12,3,March,2020,C3,Retirees,Couples,Shopify,CANADA,191.69,642,123065
2020-03-23,12,3,March,2020,C2,"Middle Aged",Couples,Retail,EUROPE,38.39,2585,99228
2020-03-23,12,3,March,2020,C4,Retirees,Couples,Retail,ASIA,32.34,54550,1764030
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Shopify,USA,125.88,110,13847
2020-03-23,12,3,March,2020,C1,"Young Adults",Couples,Retail,EUROPE,32.46,4089,132712
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Shopify,CANADA,182.00,1107,201470
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,CANADA,32.35,365012,11807466
2020-03-23,12,3,March,2020,Unknown,Unknown,Unknown,Retail,EUROPE,53.85,2719,146410
2020-03-23,12,3,March,2020,F2,"Middle Aged",Families,Retail,EUROPE,46.09,1391,64112
2020-03-23,12,3,March,2020,F3,Retirees,Families,Shopify,EUROPE,238.75,91,21726
2020-03-23,12,3,March,2020,F1,"Young Adults",Families,Retail,ASIA,51.77,96868,5014932
2020-03-23,12,3,March,2020,F3,Retirees,Families,Retail,EUROPE,67.67,17184,1162789
2019-09-02,35,9,September,2019,Unknown,Unknown,Unknown,Retail,OCEANIA,26.32,2543648,66938191
2019-09-02,35,9,September,2019,Unknown,Unknown,Unknown,Shopify,EUROPE,200.27,231,46262
